p0,p1,p2,p3,p4,objective,elapsed_sec
4,6723479,70827,88675, -Dqueueless=on ,-2544.43,6932.0577573776245
4,7813336,64246,89590, -Dqueueless=on ,-2448.75,6952.939190149307
4,7260401,73244,79610, -Dqueueless=on ,-2883.06,6973.494382619858
4,7999413,55873,87353, -Dqueueless=on ,-2554.83,6996.7973346710205
4,6050611,52014,82185, -Dqueueless=on ,-2603.04,7012.323851823807
4,7962827,79449,88917, -Dqueueless=on ,-2842.82,7031.265492200851
4,7995518,65301,83749, -Dqueueless=on ,-2984.68,7050.760160684586
4,6945176,70596,80415, -Dqueueless=on ,-2733.37,7073.08083152771
4,7626668,74396,77405, -Dqueueless=on ,-3152.65,7090.979152202606
4,7694757,71542,77787, -Dqueueless=on ,-3140.16,7109.130348920822
4,6758868,74965,81706, -Dqueueless=on ,-2104.91,7123.639969110489
4,7649928,74951,81902, -Dqueueless=on ,-2463.51,7140.078806638718
4,7241802,61132,77399, -Dqueueless=on ,-2984.06,7157.3304324150085
4,7958975,72483,87334, -Dqueueless=on ,-2620.0,7176.540944814682
4,6055346,53247,89612, -Dqueueless=on ,-2879.1,7193.8880224227905
4,6363128,72437,85871, -Dqueueless=on ,-2609.38,7217.166676044464
4,7691165,73898,80522, -Dqueueless=on ,-2662.66,7237.68280673027
4,7440973,80225,77556, -Dqueueless=on ,-2887.78,7257.25851726532
4,7310463,61349,77368, -Dqueueless=on ,-2876.43,7275.578462600708
4,7640359,99353,77504, -Dqueueless=on ,-3092.83,7296.499383211136
4,7571085,64479,77683, -Dqueueless=on ,-2640.91,7313.272452354431
4,7399425,84736,77218, -Dqueueless=on ,-2857.88,7341.1104855537415
4,6367333,61492,88948, -Dqueueless=on ,-2543.75,7361.304124116898
4,6399795,60048,89189, -Dqueueless=on ,-2464.87,7380.5278651714325
4,7886768,84967,89467, -Dqueueless=on ,-2688.69,7398.662756443024
4,7814565,96899,77932, -Dqueueless=on ,-2432.05,7418.525550365448
4,7638842,95252,76704, -Dqueueless=on ,-2594.56,7436.4361889362335
4,6195382,74047,82113, -Dqueueless=on ,-2409.52,7452.627505779266
4,7901682,82484,77336, -Dqueueless=on ,-2757.41,7469.237097024918
4,7876332,93058,77642, -Dqueueless=on ,-3168.98,7487.190100669861
4,6342782,53633,79573, -Dqueueless=on ,-2820.62,7509.4988803863525
4,7508854,62898,77568, -Dqueueless=on ,-2965.01,7526.450691461563
4,7594262,72479,83815, -Dqueueless=on ,-2887.81,7546.879088640213
4,6377241,77871,88781, -Dqueueless=on ,-2648.92,7567.098538637161
4,7777227,76272,77201, -Dqueueless=on ,-2348.37,7583.25954413414
4,7773984,99387,77502, -Dqueueless=off ,-2747.76,7597.635251283646
4,7739175,63471,77374, -Dqueueless=on ,-3028.11,7615.447031497955
4,6406040,61407,84700, -Dqueueless=on ,-2615.69,7632.953055381775
4,6806971,71977,81367, -Dqueueless=on ,-3121.1,7648.664533138275
4,7737651,92158,77634, -Dqueueless=off ,-2584.58,7668.616092443466
4,7797632,74651,79343, -Dqueueless=on ,-2769.65,7690.983028173447
3,7893548,90863,77647, -Dqueueless=on ,-2624.35,7708.449616909027
4,6755851,72507,78095, -Dqueueless=on ,-2813.17,7726.4197473526
4,7914963,73702,83646, -Dqueueless=on ,-2494.14,7739.147530794144
4,2311548,94062,77524, -Dqueueless=on ,-2492.8,7759.2377898693085
4,7372633,73749,77338, -Dqueueless=on ,-3142.21,7776.588931083679
4,7025459,77468,77421, -Dqueueless=on ,-2674.21,7792.825252532959
4,6678224,71515,80878, -Dqueueless=on ,-2625.8,7809.54456114769
4,6320889,74063,89634, -Dqueueless=on ,-2750.5,7826.115334510803
4,7681885,92528,77450, -Dqueueless=on ,-3069.99,7841.692938089371
4,6102897,75050,83440, -Dqueueless=on ,-2608.09,7858.38575387001
4,6148399,72004,82377, -Dqueueless=on ,-2676.07,7881.571240186691
4,6938885,73725,77444, -Dqueueless=on ,-2691.54,7899.332947015762
4,7135494,97500,77342, -Dqueueless=on ,-2989.33,7917.189564704895
4,7742924,78380,78374, -Dqueueless=on ,-2869.36,7934.738269805908
4,5965348,84347,79316, -Dqueueless=on ,-2803.82,7954.62221455574
3,7262380,94064,77379, -Dqueueless=on ,-2641.69,7978.3601224422455
4,7410979,57642,77321, -Dqueueless=on ,-2536.91,8003.836985111237
4,5954493,75060,84912, -Dqueueless=on ,-2622.78,8020.69557762146
4,7351366,73074,81282, -Dqueueless=on ,-2907.99,8037.616564750671
4,6770890,61349,81588, -Dqueueless=on ,-2270.73,8056.593859434128
4,6894484,90246,79679, -Dqueueless=on ,-2664.25,8072.205506563187
4,7892284,79478,77395, -Dqueueless=on ,-2739.45,8089.954726934433
4,7715638,95872,89430, -Dqueueless=on ,-2481.71,8105.632238149643
4,7909635,6713,89269, -Dqueueless=on ,-2498.68,8121.230760812759
4,7187758,96674,77394, -Dqueueless=on ,-2394.55,8142.798848867416
4,7744108,74949,86898, -Dqueueless=on ,-2503.68,8161.291182518005
4,7956386,79939,89247, -Dqueueless=on ,-2593.62,8178.030531167984
4,6811096,64016,83829, -Dqueueless=on ,-2478.74,8195.809047937393
4,7316361,98515,81084, -Dqueueless=on ,-2532.52,8216.841912984848
4,6835085,78893,83851, -Dqueueless=on ,-2701.1,8234.724100112915
4,7980861,74757,79924, -Dqueueless=on ,-2445.41,8253.490507125854
4,6637900,54455,79639, -Dqueueless=on ,-3328.97,8269.719096660614
4,1202765,55331,79837, -Dqueueless=on ,-2741.27,8291.774499177933
4,6702836,51482,79671, -Dqueueless=on ,-2698.9,8314.512432813644
4,3026341,52797,79631, -Dqueueless=on ,-2884.08,8331.12031340599
4,1430486,78687,89687, -Dqueueless=on ,-2544.11,8356.348669290543
4,6463065,91032,88655, -Dqueueless=on ,-3059.92,8373.351850509644
4,6185492,61887,89435, -Dqueueless=on ,-2664.3,8388.85297369957
4,7318584,93472,77534, -Dqueueless=on ,-2434.76,8411.051245212555
4,7861253,71686,79395, -Dqueueless=on ,-2987.22,8432.283282518387
4,5964917,74720,87982, -Dqueueless=on ,-2964.61,8451.213729143143
4,7588926,74977,77624, -Dqueueless=on ,-2336.03,8470.945515155792
4,6660027,71935,79811, -Dqueueless=on ,-2817.43,8488.60793542862
4,7275564,73957,77604, -Dqueueless=on ,-2474.55,8508.277435302734
4,7069584,71991,84656, -Dqueueless=on ,-2954.18,8531.4344227314
4,7998490,60990,84491, -Dqueueless=on ,-2585.17,8547.95775103569
4,1615899,59070,79644, -Dqueueless=on ,-2611.84,8564.247985363007
4,7496991,71558,77556, -Dqueueless=off ,-2393.13,8587.894629478455
4,6386004,74826,87342, -Dqueueless=on ,-2645.27,8604.625500202179
4,5968064,85132,86855, -Dqueueless=on ,-2480.04,8629.545469045639
4,7979986,53995,81266, -Dqueueless=on ,-2304.21,8647.853281736374
4,2473497,52944,80011, -Dqueueless=on ,-2931.24,8666.367310523987
4,7769169,71396,77069, -Dqueueless=on ,-2400.83,8683.050422430038
4,4637121,52305,79941, -Dqueueless=on ,-2815.59,8701.046540021896
4,7050483,78714,89445, -Dqueueless=on ,-2638.81,8719.953917741776
4,7610078,87372,78579, -Dqueueless=on ,-2381.65,8736.946538686752
4,7403965,54055,79675, -Dqueueless=on ,-2765.94,8752.482172489166
4,7967556,78848,77459, -Dqueueless=on ,-2942.6,8768.43263220787
4,3318176,70930,78064, -Dqueueless=on ,-3024.45,8793.53757095337
4,6740204,56989,79603, -Dqueueless=on ,-2546.77,8813.30989909172
4,7321123,90478,77528, -Dqueueless=on ,-3207.98,8829.267513751984
4,6703520,98529,77488, -Dqueueless=on ,-2218.83,8846.183457612991
4,7670744,91048,78626, -Dqueueless=on ,-2770.07,8861.87785744667
4,7610548,73183,77720, -Dqueueless=on ,-2442.83,8881.83840751648
4,6751024,74858,82335, -Dqueueless=on ,-2538.16,8901.461338758469
4,6632795,70377,78347, -Dqueueless=on ,-2293.95,8932.304520130157
4,4187545,54081,77630, -Dqueueless=on ,-2790.6,8957.120059728622
4,7994913,77943,88093, -Dqueueless=on ,-2668.35,8973.682041168213
4,2855297,91003,77785, -Dqueueless=on ,-2554.43,8988.624309062958
4,6509512,81050,77523, -Dqueueless=on ,-2645.17,9004.374879360199
4,5934481,70801,78414, -Dqueueless=on ,-2528.42,9024.591253757477
3,7331428,73831,77557, -Dqueueless=on ,-2549.7,9039.713533878326
4,7460167,91037,77242, -Dqueueless=on ,-2753.43,9055.039209604263
4,6660632,54048,80182, -Dqueueless=on ,-2800.17,9072.691967487335
4,7722066,77350,77412, -Dqueueless=on ,-2699.44,9090.881663560867
4,7698293,87243,83218, -Dqueueless=on ,-2413.56,9109.025224208832
4,6548019,71332,84047, -Dqueueless=on ,-2892.02,9123.643344640732
4,2215235,70849,77392, -Dqueueless=on ,-2406.36,9138.450602769852
4,7868757,54150,77516, -Dqueueless=on ,-3201.75,9154.324103832245
4,4933519,59533,89654, -Dqueueless=on ,-2388.62,9170.996438264847
4,6511608,62509,77485, -Dqueueless=on ,-2948.97,9187.992330789566
4,6085542,54526,78224, -Dqueueless=on ,-2454.19,9211.21349287033
4,7995174,60358,89504, -Dqueueless=on ,-2629.92,9224.467031240463
4,7733083,55797,77579, -Dqueueless=on ,-2626.01,9250.576109170914
4,7432190,98999,77366, -Dqueueless=on ,-3203.13,9272.021264314651
4,6548033,52895,81054, -Dqueueless=on ,-2982.93,9304.451799631119
4,5986499,74791,79788, -Dqueueless=on ,-2814.57,9328.751504182816
4,7366320,69856,81432, -Dqueueless=on ,-2645.57,9346.147288560867
4,7744710,74986,83425, -Dqueueless=on ,-2920.46,9367.808837652206
4,7989017,66809,77481, -Dqueueless=on ,-2513.31,9383.401440143585
4,7870314,99500,12654, -Dqueueless=on ,-3078.76,9402.719255447388
4,7393930,99440,34677, -Dqueueless=on ,-2778.04,9428.22775053978
4,7302417,99043,79236, -Dqueueless=on ,-2702.35,9448.379441261292
4,7358589,99912,25895, -Dqueueless=on ,-2617.8,9467.03957271576
4,7707221,72109,77581, -Dqueueless=on ,-2734.01,9491.518234491348
4,7924657,99236,29269, -Dqueueless=on ,-2466.6,9514.419694662094
4,6017997,70930,82289, -Dqueueless=on ,-2556.28,9532.621629714966
4,7358109,84105,77522, -Dqueueless=on ,-2676.0,9545.070638179779
4,7260393,52804,77751, -Dqueueless=on ,-2578.24,9560.537848949432
4,7507525,99447,12153, -Dqueueless=on ,-2559.59,9580.042956352234
4,7112259,70718,77315, -Dqueueless=on ,-2861.08,9597.410650491714
4,6750392,75011,89056, -Dqueueless=on ,-2730.56,9617.232840776443
4,7639606,71670,77400, -Dqueueless=on ,-3012.9,9634.605815172195
4,6436745,53486,78362, -Dqueueless=on ,-2328.19,9653.584286212921
4,5973635,74557,84445, -Dqueueless=on ,-2998.87,9671.305265903473
4,6626742,62940,79583, -Dqueueless=on ,-3211.34,9703.383316040039
4,7954531,54203,24811, -Dqueueless=on ,-2586.43,9721.72914814949
4,7559975,62948,79941, -Dqueueless=on ,-2667.65,9740.565913915634
4,7952964,63647,77898, -Dqueueless=on ,-2443.51,9755.955799818039
4,6597705,57472,89522, -Dqueueless=on ,-2990.93,9771.43986916542
4,7880961,89780,11471, -Dqueueless=on ,-2567.64,9791.48765707016
4,6442937,60974,84654, -Dqueueless=on ,-2930.63,9811.60351395607
4,7035790,64039,77492, -Dqueueless=on ,-3004.09,9831.081558227539
4,7794146,97676,77493, -Dqueueless=on ,-2809.74,9845.161319732666
4,7745980,77711,88906, -Dqueueless=on ,-2411.95,9863.266412973404
4,6989158,61680,77514, -Dqueueless=on ,-2829.4,9880.070951461792
4,7640374,83527,77577, -Dqueueless=on ,-2384.05,9904.125831365585
4,6582547,63244,79129, -Dqueueless=on ,-3094.68,9921.190340280533
4,2184534,54142,79629, -Dqueueless=on ,-2425.67,9938.82408452034
4,6405969,61031,78637, -Dqueueless=on ,-3121.85,9956.440432548523
4,7433626,52481,77390, -Dqueueless=on ,-3239.05,9973.270790576935
4,6607817,50986,78836, -Dqueueless=on ,-2647.01,9991.80690741539
2,7751542,57278,77383, -Dqueueless=on ,-2583.55,10007.490761041641
4,6425647,71839,82955, -Dqueueless=on ,-2314.69,10027.53414106369
4,6494847,83160,88855, -Dqueueless=on ,-2942.61,10054.234499692917
4,5975645,72084,81796, -Dqueueless=on ,-2700.28,10078.019014835358
4,5985444,76891,87794, -Dqueueless=on ,-2536.17,10094.409110307693
4,6449696,85324,88123, -Dqueueless=on ,-3103.75,10110.301243543625
4,6702108,63109,81072, -Dqueueless=on ,-2540.79,10126.102603197098
4,7957636,76847,89356, -Dqueueless=on ,-2856.7,10143.255286455154
4,7717359,71573,84439, -Dqueueless=on ,-2735.97,10158.763045787811
4,7657424,31037,77460, -Dqueueless=off ,-2646.54,10175.1145362854
4,6825173,59788,77355, -Dqueueless=on ,-2719.4,10197.298582315445
4,7366725,25041,77482, -Dqueueless=on ,-2697.28,10210.550435781479
4,6373039,52521,89651, -Dqueueless=on ,-2748.78,10233.397293567657
4,6269311,92281,78079, -Dqueueless=on ,-2630.1,10254.237565517426
4,7211316,18858,77514, -Dqueueless=on ,-2567.84,10267.58105635643
4,6670119,70801,77587, -Dqueueless=on ,-2530.28,10285.533705234528
4,6934517,73083,81385, -Dqueueless=on ,-2945.2,10305.634186267853
4,7899860,77989,89321, -Dqueueless=on ,-2541.91,10317.662499904633
4,7502708,48797,77369, -Dqueueless=on ,-2578.42,10335.452910423279
4,6595712,58641,89513, -Dqueueless=on ,-2939.53,10356.468784332275
4,7356676,64775,77535, -Dqueueless=on ,-2186.56,10372.440398931503
4,7859149,72562,80813, -Dqueueless=on ,-2691.74,10389.664566993713
4,6548432,79378,88968, -Dqueueless=on ,-3059.99,10408.818605661392
4,7680840,88079,77395, -Dqueueless=on ,-2784.31,10427.87307214737
4,7368512,53129,77447, -Dqueueless=off ,-2360.89,10449.521375894547
4,7337918,67413,77301, -Dqueueless=on ,-2865.82,10469.744213581085
4,7155383,60748,77538, -Dqueueless=on ,-2477.37,10484.591870307922
4,6551387,86778,83977, -Dqueueless=on ,-2501.39,10500.611201047897
4,6965216,67864,78891, -Dqueueless=on ,-3010.58,10520.375633001328
4,6403968,71354,84523, -Dqueueless=on ,-2465.82,10538.09221959114
4,6381958,71128,81497, -Dqueueless=on ,-2398.9,10551.492297649384
4,7460324,53611,78643, -Dqueueless=on ,-3154.54,10567.070479869843
4,6636002,52184,79417, -Dqueueless=on ,-2497.59,10591.439814567566
4,7634481,53608,20768, -Dqueueless=on ,-3028.77,10606.668022871017
4,7507115,53656,9214, -Dqueueless=on ,-2899.64,10626.11514377594
4,7345158,65528,77447, -Dqueueless=on ,-3131.87,10651.589829683304
4,7270546,94969,77337, -Dqueueless=on ,-2475.65,10669.0490026474
4,7654701,53330,17828, -Dqueueless=on ,-2230.69,10692.14614868164
4,7650645,53654,16127, -Dqueueless=on ,-2535.9,10706.64655327797
4,7875036,56345,78815, -Dqueueless=on ,-2833.29,10726.825296401978
4,7042772,60634,78663, -Dqueueless=on ,-2579.59,10745.44803905487
4,5979039,74814,84453, -Dqueueless=on ,-2536.33,10767.400080680847
4,6504817,79385,89292, -Dqueueless=on ,-2914.3,10790.143824338913
