p0,p1,p2,p3,p4,objective,elapsed_sec
4,1060000,99900,63000, -Dqueueless=on ,-2499.57,1537.764720439911
4,1620000,99800,37000, -Dqueueless=on ,-2465.6,1557.542129278183
1,4920000,99900,71000, -Dqueueless=on ,-2378.84,1573.1592049598694
4,5990000,99800,80000, -Dqueueless=on ,-2834.03,1589.8576369285583
4,1850000,99800,61000, -Dqueueless=on ,-2492.24,1613.9217505455017
4,6560000,99700,78000, -Dqueueless=on ,-2288.6,1629.285096168518
4,5330000,99900,80000, -Dqueueless=on ,-2593.41,1644.689389705658
4,1840000,99100,70000, -Dqueueless=on ,-2757.43,1666.6905267238617
4,2230000,99800,81000, -Dqueueless=on ,-2356.28,1692.3942341804504
3,200000,99800,73000, -Dqueueless=on ,-2519.61,1711.879668712616
4,1730000,99300,42000, -Dqueueless=on ,-2420.52,1731.4403636455536
4,4710000,99800,53000, -Dqueueless=on ,-2528.07,1751.3267948627472
4,7550000,94200,77000, -Dqueueless=on ,-2720.69,1767.9660460948944
3,6760000,99700,76000, -Dqueueless=on ,-2849.95,1782.6444609165192
4,5670000,99300,70000, -Dqueueless=on ,-2581.62,1798.81671833992
3,7920000,99800,75000, -Dqueueless=on ,-2746.27,1813.9304022789001
4,4030000,99800,72000, -Dqueueless=off ,-2450.79,1832.880359172821
4,2080000,8000,70000, -Dqueueless=on ,-2664.16,1856.9169692993164
4,2380000,99700,76000, -Dqueueless=on ,-2723.54,1875.2044541835785
4,6670000,99800,36000, -Dqueueless=on ,-3134.75,1893.5302667617798
4,6170000,99900,78000, -Dqueueless=on ,-2490.0,1913.2563269138336
4,7910000,100000,33000, -Dqueueless=on ,-2433.0,1932.7541091442108
3,7180000,99800,17000, -Dqueueless=on ,-2881.51,1954.2256724834442
4,6260000,99000,37000, -Dqueueless=on ,-2518.39,1970.3508605957031
4,3340000,99800,48000, -Dqueueless=on ,-2182.92,1985.7544827461243
4,6610000,98500,76000, -Dqueueless=on ,-2860.23,2013.0725615024567
4,6560000,99900,71000, -Dqueueless=on ,-2865.2,2029.5313622951508
4,6570000,100000,44000, -Dqueueless=on ,-3267.65,2046.172577381134
4,1820000,99800,68000, -Dqueueless=on ,-2271.06,2064.3586428165436
4,7940000,99900,72000, -Dqueueless=on ,-2508.09,2083.1263115406036
4,7540000,100000,38000, -Dqueueless=on ,-2750.0,2110.0986716747284
4,2510000,99800,70000, -Dqueueless=on ,-2496.3,2133.059370994568
3,7630000,100000,37000, -Dqueueless=on ,-2423.71,2160.8770859241486
4,6310000,99900,6000, -Dqueueless=on ,-3063.14,2177.5111978054047
4,2230000,99800,43000, -Dqueueless=on ,-2820.8,2204.740838766098
4,1730000,100000,74000, -Dqueueless=on ,-2697.94,2222.8511860370636
4,2480000,100000,48000, -Dqueueless=on ,-2477.23,2246.935620069504
4,6630000,99800,48000, -Dqueueless=on ,-3182.99,2265.1803908348083
4,7850000,99700,76000, -Dqueueless=on ,-2653.67,2288.518764257431
4,6330000,100000,31000, -Dqueueless=on ,-3058.85,2306.8452773094177
3,6360000,99900,26000, -Dqueueless=on ,-2336.67,2317.7924230098724
4,2270000,100000,2000, -Dqueueless=on ,-2677.7,2336.6048245429993
4,6800000,99800,68000, -Dqueueless=on ,-2857.01,2355.9615619182587
4,6250000,99200,44000, -Dqueueless=on ,-2521.56,2377.5675699710846
4,6630000,99800,45000, -Dqueueless=off ,-2665.84,2397.3699221611023
4,6940000,100000,65000, -Dqueueless=on ,-2996.41,2417.4206001758575
4,6620000,99900,24000, -Dqueueless=on ,-3069.97,2434.0495693683624
4,6560000,99900,10000, -Dqueueless=on ,-3102.06,2450.3759291172028
4,6890000,99900,22000, -Dqueueless=on ,-3117.49,2469.5288758277893
3,6320000,99900,9000, -Dqueueless=on ,-2429.98,2485.695347070694
4,6850000,99800,15000, -Dqueueless=on ,-2559.2,2501.8840358257294
4,5810000,99900,42000, -Dqueueless=on ,-2879.25,2516.968082666397
3,6640000,99900,43000, -Dqueueless=off ,-2370.98,2531.9825417995453
4,6560000,100000,11000, -Dqueueless=on ,-2728.61,2548.0498299598694
4,6780000,99900,18000, -Dqueueless=off ,-2701.28,2574.3265550136566
4,6320000,99900,23000, -Dqueueless=on ,-2679.09,2590.4387748241425
4,6430000,99800,55000, -Dqueueless=on ,-3065.74,2608.989576816559
4,6440000,99600,44000, -Dqueueless=on ,-2879.1,2629.257887363434
4,6410000,99800,10000, -Dqueueless=on ,-2721.5,2650.267370700836
4,6930000,99800,44000, -Dqueueless=on ,-2848.04,2667.813501358032
4,6340000,99700,73000, -Dqueueless=on ,-3320.44,2686.1454753875732
4,6790000,100000,46000, -Dqueueless=off ,-2674.96,2699.2954454421997
4,6130000,99700,72000, -Dqueueless=off ,-2435.82,2714.7508301734924
3,6340000,99700,76000, -Dqueueless=on ,-2704.72,2731.7386326789856
4,6440000,100000,23000, -Dqueueless=on ,-3056.12,2748.2785239219666
4,6680000,100000,4000, -Dqueueless=on ,-2675.49,2765.158532857895
4,6350000,46000,56000, -Dqueueless=on ,-2671.08,2781.5922713279724
4,6480000,99700,63000, -Dqueueless=on ,-2873.32,2798.1600937843323
4,6360000,99700,22000, -Dqueueless=off ,-2597.24,2819.6655972003937
4,7420000,99800,90000, -Dqueueless=on ,-2528.48,2843.211637735367
4,6440000,99500,40000, -Dqueueless=on ,-2441.15,2859.4865441322327
4,6320000,99600,16000, -Dqueueless=on ,-2589.04,2876.965579509735
4,6390000,99900,89000, -Dqueueless=on ,-2372.45,2894.4133789539337
4,4980000,100000,72000, -Dqueueless=on ,-2482.06,2909.555877685547
4,7050000,99900,27000, -Dqueueless=off ,-2732.28,2925.1917808055878
4,6680000,99900,51000, -Dqueueless=on ,-2780.2,2940.77481341362
3,6380000,100000,66000, -Dqueueless=on ,-2799.12,2959.7816877365112
4,6380000,100000,49000, -Dqueueless=on ,-2965.98,2979.0808911323547
4,6280000,99900,50000, -Dqueueless=off ,-2595.95,2994.4563295841217
3,5840000,100000,46000, -Dqueueless=on ,-2782.33,3013.293591737747
4,6690000,99900,48000, -Dqueueless=on ,-3179.07,3031.9262557029724
4,6350000,99900,48000, -Dqueueless=on ,-2576.12,3050.7396767139435
4,6490000,99900,74000, -Dqueueless=on ,-2425.05,3066.7097771167755
4,7020000,99900,61000, -Dqueueless=on ,-2541.72,3083.7411165237427
4,6410000,99900,19000, -Dqueueless=on ,-2575.89,3105.5594096183777
4,6750000,99700,59000, -Dqueueless=on ,-2653.5,3123.3475937843323
4,2210000,52000,70000, -Dqueueless=on ,-2514.92,3143.467969417572
2,6670000,99900,46000, -Dqueueless=on ,-2678.6,3160.5988528728485
4,6190000,99800,68000, -Dqueueless=on ,-3214.82,3178.2856030464172
4,7580000,98300,9000, -Dqueueless=on ,-2571.68,3201.3511879444122
4,5090000,100000,24000, -Dqueueless=on ,-2658.2,3221.216821193695
4,6030000,99900,45000, -Dqueueless=on ,-3114.99,3242.419971704483
4,6780000,99900,44000, -Dqueueless=on ,-3093.56,3260.2190968990326
4,6620000,100000,10000, -Dqueueless=on ,-2664.34,3279.6035618782043
4,5910000,98300,60000, -Dqueueless=on ,-2857.78,3297.156999349594
4,5610000,100000,54000, -Dqueueless=on ,-2744.04,3316.0758228302
4,6700000,99900,23000, -Dqueueless=on ,-2419.37,3336.8983013629913
4,6750000,97900,49000, -Dqueueless=on ,-2543.85,3358.7386577129364
2,5990000,99800,49000, -Dqueueless=on ,-2641.18,3376.8591055870056
4,6280000,99800,47000, -Dqueueless=on ,-2736.67,3395.091011285782
4,6490000,99900,65000, -Dqueueless=on ,-3011.92,3414.182191848755
4,260000,99700,70000, -Dqueueless=on ,-2631.74,3430.7406339645386
4,6420000,99800,60000, -Dqueueless=on ,-2743.11,3455.3334465026855
4,5620000,100000,68000, -Dqueueless=on ,-2580.82,3471.1306459903717
4,6330000,99900,30000, -Dqueueless=on ,-3047.45,3486.7392251491547
4,7330000,99800,65000, -Dqueueless=on ,-2678.74,3500.779655456543
4,5990000,99600,57000, -Dqueueless=on ,-2544.74,3526.1685831546783
3,2200000,99900,74000, -Dqueueless=on ,-2759.27,3548.034808397293
4,6490000,100000,46000, -Dqueueless=on ,-2890.57,3567.148684501648
1,6470000,99600,74000, -Dqueueless=on ,-2410.89,3593.981663942337
4,1400000,99800,98000, -Dqueueless=on ,-2992.34,3612.1066856384277
4,6130000,100000,38000, -Dqueueless=on ,-2801.54,3626.6682307720184
4,6280000,99900,65000, -Dqueueless=on ,-2681.12,3645.3824796676636
4,6270000,99700,7000, -Dqueueless=on ,-2596.77,3659.5159521102905
4,7510000,98500,76000, -Dqueueless=on ,-2735.54,3675.686903476715
4,7590000,49800,75000, -Dqueueless=on ,-2646.58,3695.8840911388397
4,1830000,99800,71000, -Dqueueless=on ,-2615.15,3712.8246235847473
4,6660000,99700,27000, -Dqueueless=on ,-2341.36,3729.9247391223907
4,6490000,99800,32000, -Dqueueless=off ,-2454.83,3744.379987478256
4,6240000,95300,73000, -Dqueueless=on ,-2854.83,3761.319415330887
4,1090000,98900,88000, -Dqueueless=on ,-2617.79,3782.8165798187256
4,1740000,99800,76000, -Dqueueless=on ,-2453.98,3818.411087989807
4,6340000,98600,71000, -Dqueueless=on ,-2740.1,3835.878800392151
4,6640000,98300,74000, -Dqueueless=on ,-3214.85,3862.2524840831757
